120.0
23.746288,37.978336
23.746403,37.97802
23.746532,37.977673
23.74659,37.97751
23.746712,37.97719
23.746807,37.97694
23.746996,37.97642
23.747005,37.976395
23.747046,37.976307
23.747149,37.97622
23.747696,37.97635
23.748102,37.976448
23.74832,37.97649
23.748526,37.976494
23.74871,37.976467
23.748896,37.976414
23.748999,37.97638
23.749067,37.976357
23.749117,37.976337
23.749174,37.976315
23.749245,37.976276
23.74936,37.976192
23.749445,37.976112
23.7496,37.975975
23.74973,37.975807
23.749823,37.975636
23.74993,37.975307
23.749943,37.97526
23.749968,37.97518
23.74999,37.975098
23.75001,37.975033
23.750088,37.9749
23.75024,37.97473
23.75041,37.97454
23.750616,37.974304
23.750994,37.973892
23.751387,37.97346
23.752058,37.97274
23.75219,37.9726
23.752213,37.972572
23.75228,37.9725
23.752337,37.972416
23.75238,37.97235
23.752445,37.972244
23.752466,37.972088
23.752455,37.971863
23.752445,37.971695
23.752401,37.97091
23.752407,37.97081
23.752773,37.97002
23.752842,37.969894
23.752956,37.969624
23.75308,37.96944
23.753101,37.969414
23.753115,37.969376
23.753109,37.969337
23.753088,37.9693
23.753052,37.969273
23.75289,37.96917
23.752806,37.96912
23.753498,37.968323
23.753794,37.96801
23.754002,37.96779
23.754139,37.967644
23.754208,37.967567
23.754808,37.966915
23.755156,37.96655
23.755503,37.96617
23.755798,37.965855
23.756195,37.965427
23.75651,37.965088
23.756813,37.96475
23.75689,37.964664
23.757238,37.96427
23.757597,37.96387
23.757935,37.963467
23.757967,37.96343
23.758167,37.96319
23.757984,37.962635

130.0
23.746288,37.978336
23.746403,37.97802
23.748758,37.978573
23.748829,37.97839
23.75003,37.978653
23.750517,37.97876
23.751,37.978912
23.75135,37.97864
23.751818,37.978306
23.751846,37.978287
23.752012,37.978416
23.7521,37.978363
23.752134,37.978394
23.752197,37.978447
23.75288,37.979034
23.7539,37.979908
23.75393,37.97994
23.754091,37.980095
23.754494,37.98051
23.754797,37.980827
23.75505,37.9811
23.755201,37.98126
23.755318,37.981384
23.75596,37.982048
23.756096,37.98218
23.756187,37.98226
23.756273,37.982334
23.756325,37.982376
23.756372,37.982414
23.756433,37.982464
23.756498,37.982513
23.756575,37.98257
23.756691,37.982643
23.756859,37.98273
23.757042,37.982826
23.757145,37.982876
23.757322,37.982964
23.757467,37.983036
23.757826,37.98321
23.75806,37.983337
23.75832,37.983498
23.758518,37.983654
23.758913,37.983997
23.759178,37.984226
23.759247,37.984287
23.759417,37.984432
23.759506,37.984512
23.759768,37.984753
23.759893,37.984867
23.760149,37.98513
23.760212,37.985195
23.760298,37.98528
23.76032,37.985306
23.76042,37.98541
23.760494,37.985485
23.760588,37.985596
23.76067,37.9857
23.7608,37.98588
23.760872,37.98598
23.76113,37.98636
23.761206,37.986473
23.76128,37.986572
23.76141,37.98672
23.761435,37.986748
23.761744,37.987038
23.762127,37.98738
23.762285,37.98752
23.762346,37.987564
23.76249,37.987686
23.763071,37.988186
23.763622,37.988647
23.76367,37.988693
23.76373,37.98876
23.763826,37.988865
23.764084,37.989166
23.764105,37.989193
23.764105,37.989204
23.76421,37.989334
23.764416,37.98958
23.764656,37.989872
23.764755,37.989994
23.765224,37.990562
23.765804,37.991226
23.765854,37.99131
23.765934,37.99144
23.766064,37.99171
23.766287,37.992176
23.76634,37.992287
23.76648,37.99257
23.766653,37.99293
23.766724,37.993053
23.766764,37.99312
23.766813,37.99322
23.766834,37.993267
23.76699,37.993587
23.767218,37.99404
23.76762,37.994865
23.767733,37.99511
23.76804,37.9958
23.768114,37.995975
23.76823,37.996185
23.768946,37.997654
23.76909,37.997917
23.769302,37.99821
23.769503,37.99845
23.769648,37.998634
23.76979,37.9988
23.769983,37.99897
23.770254,37.99919
23.770857,37.99965
23.771202,37.999912
23.77144,38.000107
23.771725,38.000378
23.771776,38.00048
23.772018,38.00072
23.772392,38.001106
23.773329,38.002136
23.773409,38.002228
23.773428,38.00225
23.773497,38.002308
23.773752,38.002544
23.774036,38.002876
23.774271,38.003174
23.775156,38.004406
23.7758,38.00528
23.776161,38.00574
23.776876,38.00662
23.777122,38.00689
23.777506,38.00732
23.777838,38.00766
23.777956,38.007812
23.779505,38.00951
23.7799,38.009945
23.77998,38.010033
23.7801,38.010162
23.780125,38.01019
23.782572,38.012913
23.78294,38.013317
23.784271,38.014812
23.784576,38.015152
23.784683,38.015266
23.784597,38.015316
23.784628,38.015404
23.784624,38.015503
23.784544,38.01744
23.784544,38.01771
23.784552,38.018032
23.784678,38.019238
23.78474,38.01985
23.784782,38.02045
23.784842,38.021297
23.78486,38.021557
23.784924,38.02156
23.784883,38.021645
23.784874,38.02169
23.784866,38.021732
23.784843,38.021763
23.784817,38.02181
23.784813,38.021843
23.78481,38.02189
23.78484,38.021915
23.78484,38.02194
23.784819,38.021965
23.784779,38.021984
23.784756,38.02208
23.78473,38.02214
23.78479,38.02216
23.784899,38.022194
23.784943,38.02223
23.785004,38.022255
23.78506,38.0223
23.78509,38.02236
23.785082,38.02244
23.785038,38.02251
23.785011,38.0226
23.784966,38.022644
23.784945,38.022747
23.784946,38.022877
23.785034,38.023865
23.785042,38.02403
23.785059,38.024197
23.78512,38.024826
23.78512,38.025017
23.785145,38.025192
23.785196,38.025658
23.785223,38.025703
23.785583,38.026077
23.785757,38.02627
23.786064,38.026596
23.786562,38.02712
23.78662,38.027176
23.786924,38.027493
23.78724,38.027836
23.787323,38.028034
23.78748,38.028347
23.787584,38.028828
23.787876,38.029358
23.787165,38.029823
23.787546,38.030262
23.78777,38.030426
23.787992,38.03052
23.78825,38.030643
23.78836,38.030857
23.78865,38.03178
23.78868,38.031822
23.789007,38.03308

170.0
23.746288,37.978336
23.746212,37.978546
23.745993,37.979156
23.746838,37.979366
23.7471,37.979435
23.74696,37.979797
23.74757,37.979946
23.747627,37.980022
23.74772,37.980347
23.748648,37.98056
23.748737,37.980595
23.748713,37.98065
23.748648,37.98083
23.748564,37.981068
23.749022,37.9814
23.74997,37.981846
23.75085,37.982258
23.751242,37.98244
23.751295,37.98265
23.751451,37.983246
23.751558,37.983635
23.75179,37.98447
23.751879,37.984787
23.752,37.985218
23.752213,37.985962
23.751764,37.986557
23.751534,37.98692
23.751387,37.987152
23.751553,37.987698
23.751688,37.98819
23.751717,37.988266
23.751778,37.988384
23.751795,37.98845
23.751936,37.988945
23.752066,37.98938
23.752201,37.989887
23.752262,37.990097
23.75233,37.990353
23.752354,37.990433
23.752502,37.990948
23.752758,37.991463
23.752974,37.991894
